ashuman,asmachine,human
47.08148787683049,45.99515292682069,43.69999069533211
47.63569210343779,44.695686660523634,45.61598176685641
41.240782888794506,44.39199911555681,42.68049986980663
47.732812850552335,46.01004503060639,45.95692840131681
43.02104711247512,42.327463217825375,43.67063567508451
43.741352594394286,44.92831718232129,48.42575024801587
43.99540259293627,45.84025231550597,46.47919881687243
49.23012039302929,47.76256640746031,45.10036160420776
42.02039728325152,46.15829608816152,45.99298514750607
44.43409143081101,45.79253392510969,46.329513027963394
46.62411725057593,44.85841118336831,44.29917590157776
45.856597931913775,43.11710699510796,42.61623449087584
46.37054607849229,47.81413567493113,46.33967812244735
46.21735835772781,42.979895923460425,44.682915073709225
47.47585436325068,46.54156541897852,41.962232942152426
45.3923566778966,49.33338452977416,46.33560425276667
46.54628951960469,45.36914521115528,44.95596555120365
46.38243933268362,43.20288776853286,44.03913353628361
47.70878233923349,44.78416262694618,45.66818579356042
44.561597553617176,42.43042462689412,44.15961097507604
45.31169248973774,48.83814148208604,42.29905374683051
44.490869228244485,47.91385578911967,48.73731823731824
46.225051509873225,43.733367981078345,45.82101831826092
40.626058207854186,45.597360011528885,44.93795145960352
44.76666040577204,45.3937284462697,39.85973614982362
40.04426152390803,42.97484179964857,41.17323588804358
47.36722929195986,46.55761762203606,46.05489495532559
45.80006742065825,44.306533613626726,46.93464289480723
43.96128086466495,45.07751628188876,44.11408110662719
48.13150321128058,46.4898722266188,46.401616638858535
46.36630375052578,45.44453436428474,45.53071848482223
49.089689454533584,45.17785711963916,47.24556346942981
43.36281175866776,44.20709881748843,40.92402285834431
45.6136004157636,46.217592623250766,49.169464222011705
45.01996539871031,43.78425512539405,45.61237373737374
44.19395488315861,47.54723078078813,44.97022100225608
47.11299222501146,44.65781181316882,46.38904896576753
45.41777795774394,39.77408242368778,47.73645158260543
45.59842169216192,42.21334207044307,45.021502582514486
45.86092288931924,44.81683828233192,47.54070038818425
44.09796810359779,46.79395970481229,45.2156718096673
45.40390365827607,45.2048788408134,45.11640202627893
46.364655117819645,46.59454847698717,48.83114820153431
46.64973625885236,44.87201170868615,47.02002147769773
44.920102115972654,48.96163868773316,48.93388605006918
45.09088109097524,41.54203260263866,45.12384343312085
42.22415621544971,43.9059829059829,43.03575057421212
44.45686793140121,50.3959496102592,46.84270450013113
45.489016667963256,47.60590187461264,49.07197235495103
47.0320878479183,44.40506796479319,42.92036241472466
47.1920890690732,47.33135029078568,44.83149214829656
45.88461992478747,44.13854047212832,43.40268329554044
46.85480639014865,46.117047421754194,40.581695641219454
46.83468169951361,48.49585338901817,46.74955676269301
46.92082422119185,47.62783854031892,46.1991299666124
42.67984513104056,45.13416794000487,46.86292863198753
46.09657165345477,48.86225308641976,43.29171831084945
45.23565375987861,41.26275691544977,48.19028665018777
49.36915035649252,45.035368703207936,48.39551786644101
46.06368930607988,44.41857096113538,48.76837480554352
44.35995462627465,41.77996937331925,44.68287634221701
45.78900271591782,45.90188636115391,46.413751714677645
42.92355526344648,46.18558472646478,47.03010396477532
51.62631657473534,47.85864619069965,47.11149000716302
42.650129338011325,44.86163355730927,43.21641786684828
45.15378743901227,41.8828125,45.618522891250166
49.24155295646524,48.140631529679226,45.44954511097368
45.41900915889182,48.52036928664148,43.6857849298712
44.4948852995702,45.25120772946861,48.80529073867134
46.33402471222984,47.04924549161514,41.92019605343781
45.44665781548469,49.20472116715659,42.391094253731616
45.17702062205618,45.821237037284405,43.31247471435587
44.20516368258373,45.47672068256829,47.03694527651024
42.85282771338422,45.73571178170084,42.09004626902152
38.99538511456006,43.92492788677741,48.891975308641975
43.90676110583518,44.19141646577544,44.78405185318893
41.90814688925259,45.07451186694044,47.13461077143498
45.81195423281242,45.49242686605555,48.0116717151438
46.777096426527386,50.79604770012581,51.26909722222223
42.76104015173692,42.015583382824026,44.19677843523998
45.73827306854308,43.83879796426233,44.77088611181237
47.16368185705855,48.85743319949798,45.56170972914944
45.5017382008724,45.17748867955908,45.90126815424435
47.255119755922216,46.10043928168411,46.43388307710072
45.75492559278555,47.446119477834685,44.08202129867767
45.72650046869674,44.51390537399353,44.91029010197671
45.63097727715833,48.90175859956079,43.06173732858658
43.23756490506835,43.81191465738169,47.72558355033016
49.678098509979854,46.24890116474979,44.1847892596192
50.12158026790964,46.02101005011058,49.50104808867361
46.493674260403935,44.0675954173334,46.99124061503216
46.7952787952788,47.69289870505142,47.84131721252933
45.64281741478774,46.390960540103805,47.04204449311324
46.31934252167751,45.86464496968063,45.18935024990389
43.34654717608672,45.36037032549356,45.822055469036606
45.66065461272228,44.69551993200763,46.31612925418724
45.39646722001622,44.2063996142279,49.60457212105732
47.63140058594605,50.26643184559564,42.19719246315925
46.05250520112696,44.38047399124342,45.7866826259448
47.98648278956532,47.82518651916645,46.26183761398968
44.632593512724775,45.377708697320905,45.91187327445508
50.28468662292591,45.73577633949322,46.76580401577037
46.80317420578436,44.85167155741333,49.07293573904502
44.24257888290243,46.16005158299542,46.43327766764577
48.86494408369408,46.998622207004935,44.30461073318216
42.39021961508519,45.43724796430487,49.18264299802762
46.90693565426841,47.3126404467794,45.37167519409559
45.698467190041896,45.01141951369936,43.5583728808984
47.82137600771215,44.48974143190864,46.08617894019992
46.88619266052036,45.92819349962207,50.186398449988864
43.85610470046659,43.99371592320311,44.58590791694058
42.49946668290824,42.00395561907931,47.002560528292605
44.71887257717052,46.55669344183955,47.72415926467982
44.056490339311424,45.61201309790221,45.617885201218535
50.220593218457786,47.35318717830547,43.80061062730815
42.73510936161847,44.86586451887303,47.04823254645362
41.16107582738978,46.90957743069325,41.34820260550403
47.83241814895552,44.058474391114885,47.45208566285406
48.38700279073432,45.11168430335097,50.10708356016215
42.5468818636012,46.91150225355874,45.33625
45.134861133862856,46.73667554237405,43.37054501147165
46.8886504220141,46.53165852124848,42.02169571532317
